provider,provider id,provider label,provider description,provider group code,benthic attribute,growth form,benthic_attribute_id,growth_form_id
Reef Cloud,3240,Ascidiacea (Sea squirts),Ascidiacea (Sea squirts),SESSILE INVERTEBRATES,Ascidian,,98872a8a-e688-4e8e-994e-777ddad439de,
Reef Cloud,3241,Asparagopsis,Asparagopsis,MACROALGAE,Asparagopsis,,482031e2-dcaf-44ba-af36-fa425bb72533,
Reef Cloud,260895,Asteroidea,Asteroidea (Sea stars),OTHER INVERTEBRATES,Asteroidea,,21cca0c7-9106-4345-8bcc-3d09f92e274a,
Reef Cloud,3242,Astrea,Astrea,HARD CORAL,Astrea,,63f29fbf-76db-4a6b-9559-dfb7277ba6b5,
Reef Cloud,3243,Astreopora,Astreopora,HARD CORAL,Astreopora,,22e2002e-0d55-4a43-88b3-caf04dbf874f,
Reef Cloud,3244,Astrocoeniidae,Astrocoeniidae,HARD CORAL,Astrocoeniidae,,e843a315-fda7-4d97-8f22-ffdb73034199,
Reef Cloud,3245,Australogyra,Australogyra,HARD CORAL,Australogyra,,47d77e5a-40f0-49d1-9e0f-de1ab00922bf,
Reef Cloud,3246,Australomussa,Australomussa,HARD CORAL,Australomussa,,8adbad2c-2adc-41f4-b4e8-2b4a9972f38e,
Reef Cloud,3247,Australophyllia,Australophyllia,HARD CORAL,Australophyllia,,5a1f02f6-d559-4757-b55d-4b83f6fcc76d,
Reef Cloud,3617,Avrainvillea,Avrainvillea,MACROALGAE,Avrainvillea,,a19c1549-baa0-4bd6-b345-7a30b3383b7c,
Reef Cloud,3248,Balanophyllia,Balanophyllia,HARD CORAL,Balanophyllia,,c94860b0-ca57-4bbd-906f-f86a24820397,
Reef Cloud,3249,Barabattoia,Barabattoia,HARD CORAL,Barabattoia,,e3779e93-7028-4748-a368-69d75a44851b,
Reef Cloud,3250,Bernardpora,Bernardpora,HARD CORAL,Bernardpora,,982ad84a-04ec-4fa9-9a0b-bb7e8ae16d60,
Reef Cloud,3251,Blastomussa,Blastomussa,HARD CORAL,Blastomussa,,123d5e37-3561-4873-89fd-fd1a5ccbd3c5,
Reef Cloud,3252,Boninastrea,Boninastrea,HARD CORAL,Boninastrea,,0d001861-934f-448f-8414-1bf81465bfa7,
Reef Cloud,3618,Boodlea,Boodlea,MACROALGAE,Boodlea,,eb7d15bc-400b-43ea-92e9-099709b80d1c,
Reef Cloud,3253,Briareum,Briareum,SOFT CORAL,Briareum,,f9480d47-b287-4151-87bc-82377a35651b,
Reef Cloud,3619,Bryopsis,Bryopsis,MACROALGAE,Bryopsis,,60531062-d2c6-48b4-bfae-32d8378e04ed,
Reef Cloud,3254,Bryozoa (Bryozoans),Bryozoa (Bryozoans),SESSILE INVERTEBRATES,Bryozoan,,47347942-7abe-4a3c-882f-20e595c8a261,
Reef Cloud,3255,Callyspongia,Callyspongia,SPONGE,Callyspongia,,f253df74-e8c1-4545-9697-675eb34f4d0c,
Reef Cloud,3257,Callyspongia aculeata,Callyspongia aculeata,SPONGE,Callyspongia aculeata,,11e2d842-4aaa-40f4-b992-cfaefa53109b,
Reef Cloud,3256,Callyspongia plicifera,Callyspongia plicifera,SPONGE,Callyspongia plicifera,,558b5508-5fe9-4a56-a2ba-89595d388f32,
Reef Cloud,3258,Cantharellus,Cantharellus,HARD CORAL,Cantharellus,,d1cf0839-1ee2-40d3-bae8-3e5cf6c5c4f0,
Reef Cloud,3259,Carijoa,Carijoa,SOFT CORAL,Carijoa,,aece84fb-2666-45a2-9cfb-110b909d1c77,
Reef Cloud,3260,Caryophyllia,Caryophyllia,HARD CORAL,Caryophyllia,,5cda98d6-f4eb-4775-bd6c-c5b286ed620e,
Reef Cloud,3261,Caryophylliidae,Caryophylliidae,HARD CORAL,Caryophylliidae,,1f0f7abe-fbf6-4dfb-bde1-b0a65ad89716,
Reef Cloud,3262,Catalaphyllia,Catalaphyllia,HARD CORAL,Catalaphyllia,,5d3abe2c-a9da-4468-8b00-fb5d156cb5be,
Reef Cloud,3263,Caulastraea,Caulastraea,HARD CORAL,Caulastraea,,5060a1b1-f158-4424-9f79-fcd5af7e6d88,
Reef Cloud,3264,Caulerpa,Caulerpa,MACROALGAE,Caulerpa,,a769ae7f-afb0-4d84-a915-b7ac7079b771,
Reef Cloud,3353,Ceratodictyon,Ceratodictyon,MACROALGAE,Ceratodictyon,,b6619b9e-b1f5-4619-9a3a-50f346a12129,
Reef Cloud,3265,Chlorodesmis,Chlorodesmis,MACROALGAE,Chlorodesmis,,f1c37a46-327b-4bc7-b2c1-8c1d26b14da8,
Reef Cloud,3266,Chlorophyta (Green Macroalgae),Chlorophyta (Green Macroalgae),MACROALGAE,Chlorophyta,,75a414e8-a5ae-4659-8e8b-06d40e5ea8a1,
Reef Cloud,3267,Chondrilla caribensis,Chondrilla caribensis,SPONGE,Chondrilla caribensis,,8c51dec4-2ca4-4fd4-ae2f-0f03083f2503,
Reef Cloud,3620,Chrysophyceae,Chrysophyta,ALGAE,Chrysophyceae,,c6addf10-04d9-483e-b127-792c8c46812d,
Reef Cloud,3268,Cladiella,Cladiella,SOFT CORAL,Cladiella,,9c477221-ab35-48f6-ac9f-3b6ca4ac3a05,
Reef Cloud,3269,Cladocora arbuscula,Cladocora arbuscula,HARD CORAL,Cladocora arbuscula,,b1d4db98-1345-439e-ace0-2782b18f9a66,
Reef Cloud,3270,Cladophora,Cladophora,MACROALGAE,Cladophora,,75fff2dd-2361-4112-adec-c9a39fd5c390,
Reef Cloud,3272,Clathria,Clathria,SPONGE,Clathria,,30282a90-a1dd-4ed2-bdf7-33b1dfdca622,
Reef Cloud,3273,Clavularia,Clavularia,SOFT CORAL,Clavularia,,8344022a-47b8-4491-8270-5db0799066be,
Reef Cloud,3274,Clavulariidae,Clavulariidae,SOFT CORAL,Clavulariidae,,88a383a4-f25b-45c4-ae1c-4c92a0e7e70d,
Reef Cloud,3275,Cliona,Cliona,SPONGE,Cliona,,07828914-a3e2-40a6-95f2-0bc6f9f31adf,
Reef Cloud,3276,Cliona caribbaea,Cliona caribbaea,SPONGE,Cliona caribbaea,,9be1c31b-4a05-4cee-b42c-7145e13ca3bf,
Reef Cloud,3278,Cliona tenuis,Cliona tenuis,SPONGE,Cliona tenuis,,33065ee4-3fd9-4d5d-ad9c-945c682aa07f,
Reef Cloud,3277,Cliothosa delitrix,Cliothosa delitrix,SPONGE,Cliothosa delitrix,,c30848e0-6322-4321-af0a-ab84202b6d1a,
Reef Cloud,3279,Codium,Codium,MACROALGAE,Codium,,b8c4efbb-9c72-4711-afa7-869e44a13f1f,
Reef Cloud,3280,Coelastrea,Coelastrea,HARD CORAL,Coelastrea,,57fe1f3e-2641-470a-acc5-6570cff962db,
Reef Cloud,3281,Coeloseris,Coeloseris,HARD CORAL,Coeloseris,,d491765d-5c50-4dcd-9493-2edfa46f0656,
Reef Cloud,3282,Coelothrix,Coelothrix,MACROALGAE,Coelothrix,,1aa5e338-ccd0-4a34-9c6f-7595beee04d4,
Reef Cloud,3283,Colpomenia,Colpomenia,MACROALGAE,Colpomenia,,b48e2e20-61af-435f-9a94-b8ebce9068a3,
Reef Cloud,3284,Colpophyllia natans,Colpophyllia natans,HARD CORAL,Colpophyllia natans,,5f0cb866-1e5f-4277-a8a6-ffd31e811c66,
Reef Cloud,3286,Corallimorpharia (Corallimorphs),Corallimorpharia (Corallimorphs),SESSILE INVERTEBRATES,Corallimorpharia,,1c3b186a-7e30-4fbb-bd0e-95362416e1dd,
Reef Cloud,3288,Coscinaraea,Coscinaraea,HARD CORAL,Coscinaraea,,53b51b8f-3d3d-426a-9316-5057cc57d7f9,
Reef Cloud,3630,Coscinaraea monile,Coscinaraea monile,HARD CORAL,Coscinaraea monile,,319fcee9-ffa7-4fd4-a3e1-c96955ccdbce,
Reef Cloud,3289,Coscinaraeidae,Coscinaraeidae,HARD CORAL,Coscinaraeidae,,87749844-9e68-499f-9ee9-1641ed6d092e,
Reef Cloud,3290,Crinoidea (Feather stars),Crinoidea (Feather stars),OTHER INVERTEBRATES,Crinoid,,c08ffd84-5d06-487f-aad7-877cb7da4578,
Reef Cloud,3291,Crustose coralline algae,Crustose coralline algae,CRUSTOSE CORALLINE ALGAE,Crustose coralline algae,,f4df7abd-3d51-42fb-8cab-5102b95fad8e,
Reef Cloud,3292,Cryptonemia,Cryptonemia,MACROALGAE,Cryptonemia,,25602421-639d-4d60-beec-05ceae778c62,
Reef Cloud,3293,Ctenactis,Ctenactis,HARD CORAL,Ctenactis,,6c10a5ed-1e35-4e73-9dff-b6c42fb7bdad,
Reef Cloud,3294,Ctenella,Ctenella,HARD CORAL,Ctenella,,65301bc3-7a0c-4ae0-ae01-a2307b40409c,
Reef Cloud,3390,Cyanarina,Cyanarina,HARD CORAL,Cynarina,,ac1f96b4-db89-46a3-b35c-d5481f076e59,
Reef Cloud,3295,Cyanobacteria,Cyanobacteria,CYANOBACTERIA,Cyanobacteria,,3218e7ea-8827-4262-96a1-104e5ec50ffc,
Reef Cloud,3296,Cycloseris,Cycloseris,HARD CORAL,Cycloseris,,bc8952f9-39d8-47f5-87a1-7c2fb324e665,
Reef Cloud,3297,Cymodocea,Cymodocea,SEAGRASS,Cymodocea,,7df8e4fc-0e67-4576-a53a-f442a2695901,
Reef Cloud,3621,Cymodocea rotundata,Cymodocea rotundata,SEAGRASS,Cymodocea rotundata,,6ac200f2-9f42-4d40-a789-95b63a84de69,
Reef Cloud,3299,Cymodoceaceae,Cymodoceaceae,SEAGRASS,Cymodoceaceae,,ec76196c-028c-41d5-bfc7-2998b8627a65,
Reef Cloud,3300,Cynarina,Cynarina,HARD CORAL,Cynarina,,ac1f96b4-db89-46a3-b35c-d5481f076e59,
Reef Cloud,3301,Cyphastrea,Cyphastrea,HARD CORAL,Cyphastrea,,88d79d42-3fef-48ab-887e-dae60ae9072a,
Reef Cloud,3302,Cystoseira,Cystoseira,MACROALGAE,Cystoseira,,8b9ca287-f97d-47f9-b2cf-79bbe1a73053,
Reef Cloud,3303,Danafungia,Danafungia,HARD CORAL,Danafungia,,5b81ac21-a261-41f1-9aab-b661a8f4d979,
Reef Cloud,3304,Dead coral,Dead coral,HARD SUBSTRATE,Dead coral,,abde283f-5dd4-4a67-bc0b-e7403ad9c517,
Reef Cloud,3305,Dendrogyra cylindrus,Dendrogyra cylindrus,HARD CORAL,Dendrogyra cylindrus,,ec59b5b8-479e-403c-b1cf-e24e36c86fdf,
Reef Cloud,3306,Dendronephthya,Dendronephthya,SOFT CORAL,Dendronephthya,,48dae7c4-7e72-45b3-af8b-97da46f3dd5a,
Reef Cloud,3307,Dendrophyllia,Dendrophyllia,HARD CORAL,Dendrophyllia,,50f9542f-7ffb-4917-9ef0-457b9111db66,
Reef Cloud,3308,Dendrophylliidae,Dendrophylliidae,HARD CORAL,Dendrophylliidae,,ecc83aed-4cc2-4aa8-9efd-8570d10343c2,
Reef Cloud,3309,Derbesia,Derbesia,MACROALGAE,Derbesia,,ac047ce6-29d8-4449-b12c-73596dbe12cf,
Reef Cloud,3310,Diadema,Diadema,OTHER INVERTEBRATES,Diadema,,264a6ce2-0276-4921-83a9-9d9e39ca06ae,
Reef Cloud,3311,Diadema antillarum,Diadema antillarum,OTHER INVERTEBRATES,Diadema antillarum,,2ac051dc-67a5-4bda-892b-a137bbb15310,
Reef Cloud,3312,Diadema setosum,Diadema setosum,OTHER INVERTEBRATES,Diadema setosum,,fd22abef-81b2-45a7-8b01-4a15b7d654db,
Reef Cloud,3315,Dichocoenia stokesii,Dichocoenia stokesii,HARD CORAL,Dichocoenia stokesii,,a2935afb-895a-44b8-8f94-c83a14f8f110,
Reef Cloud,3316,Dictyosphaeria,Dictyosphaeria,MACROALGAE,Dictyosphaeria,,c765d8f0-4641-408b-88d6-f4143ddc35db,
Reef Cloud,3317,Dictyota,Dictyota,MACROALGAE,Dictyota,,987019bd-142e-4333-993a-a820030360a9,
Reef Cloud,3318,Didemnum molle,Didemnum molle,SESSILE INVERTEBRATES,Didemnum molle,,ff9296fb-21d8-46ee-b922-6ccd94a964d8,
Reef Cloud,3320,Diploastraeidae,Diploastraeidae,HARD CORAL,Diploastraeidae,,2ddb0978-8a21-497a-b9ea-9835f27b5a02,
Reef Cloud,3319,Diploastrea,Diploastrea,HARD CORAL,Diploastrea,,dcbcb1cf-af35-4755-8023-6d1b6f4fd8cf,
Reef Cloud,3321,Diploria,Diploria,HARD CORAL,Diploria,,4e17ca21-b9bd-4d32-8a44-59856b89c38f,
Reef Cloud,3322,Diploria labyrinthiformis,Diploria labyrinthiformis,HARD CORAL,Diploria labyrinthiformis,,194a4c71-0bc7-4f4d-9890-77a1487531a8,
Reef Cloud,3323,Dipsastraea,Dipsastraea,HARD CORAL,Dipsastraea,,d41cc126-63b8-4fa7-88d6-9b9b7648ba80,
Reef Cloud,3622,Discosoma,Discosoma,SESSILE INVERTEBRATES,Discosoma,,0e051baa-9822-49a1-abe3-e07fba02c90c,
Reef Cloud,3324,Distichopora,Distichopora,SESSILE INVERTEBRATES,Distichopora,,3c547e25-24ad-4d72-8cdf-b9d29e2d0cf5,
Reef Cloud,3325,Duncanopsammia,Duncanopsammia,HARD CORAL,Duncanopsammia,,c3ecc4fe-071c-42e9-be15-6ddd73bd7e05,
Reef Cloud,3623,Dysidea,Dysidea,SESSILE INVERTEBRATES,Dysidea,,4f390938-8179-4ca2-9024-9d22983bca09,
Reef Cloud,3546,Echinoidea (Sea urchins),Echinoidea (Sea urchins),OTHER INVERTEBRATES,Sea urchin,,f7980725-60b3-47c9-abd2-0a006ea30061,
Reef Cloud,3326,Echinomorpha,Echinomorpha,HARD CORAL,Echinomorpha,,61638a47-016c-493e-bbe3-76039e74b94d,
Reef Cloud,3327,Echinophyllia,Echinophyllia,HARD CORAL,Echinophyllia,,4111c390-2319-4f7a-a65c-76e9e37c8a45,
Reef Cloud,3328,Echinopora,Echinopora,HARD CORAL,Echinopora,,c1e97c98-de9f-4b05-963f-0276784fca2d,
Reef Cloud,3329,Echinothrix,Echinothrix,OTHER INVERTEBRATES,Echinothrix,,152fe185-edf5-43b1-968c-502fcb289367,
Reef Cloud,3330,Ectyoplasia ferox,Ectyoplasia ferox,SPONGE,Ectyoplasia ferox,,c1c7592d-13f5-445e-a3c9-85272e77cc44,
Reef Cloud,3331,Ellisella,Ellisella,SOFT CORAL,Ellisella,,26e163f4-fae8-4752-8e8d-cc316e80a901,
Reef Cloud,3332,Ellisellidae,Ellisellidae,SOFT CORAL,Ellisellidae,,59e68be9-1c2f-40df-a5fe-2a27722f2b4b,
Reef Cloud,3624,Enhalus acoroides,Enhalus acoroides,SEAGRASS,Enhalus acoroides,,2e017889-154b-4ac4-993c-824fb60ba8f8,
Reef Cloud,3287,Erect Coralline algae,Geniculate and Branching Coralline algae,MACROALGAE,Macroalgae,,09226989-50e7-4c40-bd36-5bcef32ee7a1,
Reef Cloud,3335,Erythropodium caribaeorum,Erythropodium caribaeorum,SOFT CORAL,Erythropodium caribaeorum,,15795086-4e69-4383-b5ca-765c8ef858c0,
Reef Cloud,3336,Eucheuma,Eucheuma,MACROALGAE,Eucheuma,,3f6add3a-64b7-4ff5-9dee-5f50f9f33abe,
Reef Cloud,3337,Euphyllia,Euphyllia,HARD CORAL,Euphyllia,,8b706c7f-fcf7-4d03-b271-58a06d77fbb4,
Reef Cloud,3338,Euphylliidae,Euphylliidae,HARD CORAL,Euphylliidae,,cd63c27d-8444-44cc-bf2e-9931c04a2361,
Reef Cloud,3339,Eusmilia fastigiata,Eusmilia fastigiata,HARD CORAL,Eusmilia fastigiata,,83020a4c-fda8-45aa-9ec5-e886c5b18f3e,
Reef Cloud,3340,Favia,Favia,HARD CORAL,Favia,,656169f6-2344-423c-845d-9d4c1d14d69d,
Reef Cloud,3341,Favia fragum,Favia fragum,HARD CORAL,Favia fragum,,ac80a65f-d18b-4066-8162-2f3624f40e90,
Reef Cloud,3342,Faviidae,Faviidae,HARD CORAL,Faviidae,,132ae52b-0cc6-4877-93ca-becbc612ea64,
Reef Cloud,3343,Favites,Favites,HARD CORAL,Favites,,6d63693c-592d-4da5-88d8-7125832cbd76,
Reef Cloud,3344,Fimbriaphyllia,Fimbriaphyllia,HARD CORAL,Fimbriaphyllia,,fbb29576-40b8-4f9a-ae6f-d6827896cc7e,
Reef Cloud,3345,Fungia,Fungia,HARD CORAL,Fungia,,c3807ef9-6a47-429f-a63b-fe5e131e1316,
Reef Cloud,3346,Fungiidae,Fungiidae,HARD CORAL,Fungiidae,,2085b131-1ed4-4b5b-9129-fb655a7659bd,
Reef Cloud,3347,Galaxaura,Galaxaura,MACROALGAE,Galaxaura,,ea24a5b8-a64a-4ee2-8eeb-4afd2254db86,
Reef Cloud,3348,Galaxea,Galaxea,HARD CORAL,Galaxea,,c91dee81-7cb4-410b-bfce-52d98b67732f,
Reef Cloud,3349,Galaxea astreata,Galaxea astreata,HARD CORAL,Galaxea astreata,,7546af6d-add6-47ff-a49a-6b9c6eb7694e,
Reef Cloud,3350,Galaxea fascicularis,Galaxea fascicularis,HARD CORAL,Galaxea fascicularis,,ed69cfb2-51f1-4e58-943f-868c86144f8f,
Reef Cloud,3351,Gardineroseris,Gardineroseris,HARD CORAL,Gardineroseris,,04b943e8-610c-4158-b4c3-9dd884ab9376,
Reef Cloud,3352,Gelidiella,Gelidiella,MACROALGAE,Gelidiella,,5219f5e0-2e40-4859-b8cb-c931b827e86f,
Reef Cloud,3354,Gelidium,Gelidium,MACROALGAE,Gelidium,,817707dc-c561-462e-99fb-aa7f0830f39d,
Reef Cloud,3355,Goniastrea,Goniastrea,HARD CORAL,Goniastrea,,edbc586e-8499-4d31-9025-d15f2648f1fb,
Reef Cloud,3356,Goniopora,Goniopora,HARD CORAL,Goniopora,,5f926f95-6cb8-46a5-9ff4-6777d33964e0,
Reef Cloud,3357,Gorgonian (Sea fan),Gorgonian (Sea fan),SOFT CORAL,Gorgonian,,3aa2e125-3f74-4f91-94f6-fd030319f2b1,
Reef Cloud,3358,Gracilaria,Gracilaria,MACROALGAE,Gracilaria,,3dbc6410-9e27-44df-83e6-2f859c1dd362,
Reef Cloud,3359,Gyrosmilia,Gyrosmilia,HARD CORAL,Gyrosmilia,,9836333c-87d8-4f26-9784-91075e6ceeb5,
Reef Cloud,3360,Halimeda,Halimeda,MACROALGAE,Halimeda,,51558178-d2da-44ed-905b-db6976f6aa76,
Reef Cloud,3361,Halodule,Halodule,SEAGRASS,Halodule,,73e1a0fe-852b-4e50-85c9-ea44e166a033,
Reef Cloud,3362,Halodule uninervis,Halodule uninervis,SEAGRASS,Halodule uninervis,,e64329fd-a77f-4a4c-9a3f-2e4890b92cf3,
Reef Cloud,3363,Halodule wrightii,Halodule wrightii,SEAGRASS,Halodule wrightii,,f6f6d632-4bdf-4755-97a6-b2cb3d2d69f8,
Reef Cloud,3364,Halomitra,Halomitra,HARD CORAL,Halomitra,,a4563b4f-d70c-461e-aa92-9c92beb89294,
Reef Cloud,3365,Halophila,Halophila,SEAGRASS,Halophila,,01d8297a-1d37-4ccf-bea5-dea733b1f575,
Reef Cloud,3366,Halophila decipiens,Halophila decipiens,SEAGRASS,Halophila decipiens,,8eab3df5-e8e4-40d8-86a9-7ca8b5065e20,
Reef Cloud,3625,Halophila minor,Halophila minor,SEAGRASS,Halophila minor,,d367e2b2-b4b3-4b2e-8663-99a35d8d3f96,
Reef Cloud,3367,Halophila ovalis,Halophila ovalis,SEAGRASS,Halophila ovalis,,0d86f624-3479-4636-a93a-ae390187ff02,
Reef Cloud,3368,Halophila stipulacea,Halophila stipulacea,SEAGRASS,Halophila stipulacea,,fcf0ddd7-2b6b-4863-b1c8-9bb0ec8277c5,
Reef Cloud,3369,Halymenia,Halymenia,MACROALGAE,Halymenia,,f9c8f05d-ec7a-4945-a807-6d2ab9bed7c3,
Reef Cloud,3370,Hard coral,Scleractinian coral,HARD CORAL,Hard coral,,350e9eb4-5e6b-48f5-aeb8-0bfdf023bf1c,
Reef Cloud,3371,Hard substrate,"Bare hard substrate, recently dead coral or reef matrix",HARD SUBSTRATE,Bare substrate,,d9086647-3a82-4634-97bc-6e10347af39b,
Reef Cloud,3372,Heliofungia,Heliofungia,HARD CORAL,Heliofungia,,7c8c69db-30df-40c7-a9ac-9aae24464382,
Reef Cloud,3373,Heliopora,Heliopora,SOFT CORAL,Heliopora,,0f18ea18-0e25-42e8-bb96-f4be5f144075,
Reef Cloud,3374,Helioporidae,Helioporidae,SOFT CORAL,Helioporidae,,98968768-610e-424a-bf5e-65f4005e9155,
Reef Cloud,3375,Helioseris cucullata,Helioseris cucullata,HARD CORAL,Helioseris cucullata,,58c5b3fa-7afc-4f20-8f9e-18e6aa14aeb5,
Reef Cloud,3376,Herpolitha,Herpolitha,HARD CORAL,Herpolitha,,c98530b4-80a0-4b3a-9d69-f30f8181aab3,
Reef Cloud,3377,Heteractis,Heteractis,OTHER INVERTEBRATES,Heteractis,,64990c44-fa62-4229-8d4c-f1a0f93b6830,
Reef Cloud,3378,Heterocyathus,Heterocyathus,HARD CORAL,Heterocyathus,,dfa09fd6-cb96-42f7-b832-ec7d0bed5bab,
Reef Cloud,3379,Heteropsammia,Heteropsammia,HARD CORAL,Heteropsammia,,4dac8586-07e4-417e-80f1-79f5f6cf62e3,
Reef Cloud,3545,Holothuroidea (Sea cucumbers),Holothuroidea (Sea cucumbers),OTHER INVERTEBRATES,Sea cucumber,,702a838d-aebd-4547-bc07-e161c3262cbc,
Reef Cloud,3380,Homophyllia,Homophyllia,HARD CORAL,Homophyllia,,73e14096-879a-48b5-b4bd-f06378edd64e,
Reef Cloud,3381,Horastrea,Horastrea,HARD CORAL,Horastrea,,c41152a8-a14b-469a-a3c3-efd23755895b,
Reef Cloud,3382,Hydnophora,Hydnophora,HARD CORAL,Hydnophora,,af6c43fd-0f41-4103-8ad5-8d1191bd4c9f,
Reef Cloud,3383,Hydnophyllia,Hydnophyllia,HARD CORAL,Hydnophyllia,,c29106ed-e055-4dc9-93fb-cb129b134018,
Reef Cloud,3384,Hydrocharitaceae,Hydrocharitaceae,SEAGRASS,Hydrocharitaceae,,c9c20002-a7fd-4746-8d6e-6d5790ecd6b2,
Reef Cloud,3385,Hydroclathrus,Hydroclathrus,MACROALGAE,Hydroclathrus,,32602f4d-fa6e-46d8-ab45-f3f25b431e87,
Reef Cloud,3386,Hydroid,Hydroid,SESSILE INVERTEBRATES,Hydroid,,e58eb448-5c03-4c1d-a7fc-f5c1ef379c77,
Reef Cloud,3387,Hypnea,Hypnea,MACROALGAE,Hypnea,,ec8b8237-d03f-4373-a92b-3c0cfc903711,
