species_id,Species,a,b,c,Vulnerability,Maxlength,Max_length_type,Trophic_level,regions,genus_id,Genus,family_id,Family
00c5c947-833b-405c-93f1-02c8c6c223fa,roseoviridis,0.009772369638085365,3.069999933242798,1,14.16,24.15999984741211,total length,3.440000057220459,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",87b9194d-167c-4526-bbaf-2d99d7676e13,Coris,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
00dae348-68dd-448b-bdd6-314839a0159b,astrifer,0.0038904501125216484,3.119999885559082,1,22.5,32.5,total length,3.6500000953674316,Tropical Atlantic,6e50723e-55a2-4bcc-81f0-8d706ce93348,Sanopus,1cdf8f79-5820-4b93-a74b-11713722d296,Batrachoididae
00e3d5df-ffe4-4890-ad60-f4e17b923024,parrae,0.00955,3.06,1,20,30,total length,3.42,Tropical Atlantic,b988dd8d-808e-4848-a89c-e007c3c72063,Bodianus,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
00f30081-7a2c-4d2b-afec-6f3dc62a2f38,mitchilli,0.0053703198209404945,3.1500000953674316,1,30.68,12.199999809265137,total length,3.3399999141693115,"Temperate Northern Atlantic, Temperate Northern Pacific, Tropical Atlantic",50ffcb8c-bcc4-4629-be05-eb18885af1eb,Anchoa,33052f7a-41db-4506-89c2-bb51a976fd8d,Engraulidae
00f8d602-2c29-481f-854f-d30458dd8c94,sandeyeri,0.009772369638085365,3.069999933242798,1,15,25,total length,3.630000114440918,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Western Indo-Pacific",87b9194d-167c-4526-bbaf-2d99d7676e13,Coris,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
0102d8ce-2649-40fb-bbfc-c6d54100ca4b,rutilans,0.015488199889659882,2.930000066757202,1,53.47,110,total length,4.110000133514404,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Pacific, Temperate Southern Africa, Tropical Eastern Pacific, Western Indo-Pacific",853fc886-f023-467b-ad6a-300dc3946f5f,Aphareus,ec3bb24c-cd38-4256-a4fa-5056b70d5c72,Lutjanidae
010769e0-aec7-40a9-a562-a9e2a9de4661,obscurus,0.0074130999855697155,3.0199999809265137,1,10,13,total length,2,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",48ce901e-4608-4340-a648-e95ff33a10c3,Salarias,6cd7d5dd-8c41-4526-9c35-0545405b28d7,Blenniidae
0117fdfb-55ad-4634-ab80-b6efaae0e2c5,nigrurus,0.01258930005133152,3.0299999713897705,1,10,6,total length,3.4000000953674316,"Central Indo-Pacific, Temperate Southern Africa, Western Indo-Pacific",108a032c-1757-42d6-9ce8-f8e1e8bd281d,Pycnochromis,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
0122042b-21ae-4b47-be7e-58d15f63d1a3,princeps,0.007079460192471743,3.069999933242798,1,61.2,102,total length,3.609999895095825,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Pacific, Temperate South America, Tropical Eastern Pacific, Western Indo-Pacific",71614aa6-397f-4c82-b3d7-08fde620d9a4,Caulolatilus,323478dc-5eec-47be-af0f-34ecedcb9743,Malacanthidae
014d4464-162c-4872-8eb6-7471721057e7,bipartitus,0.009772369638085365,3.069999933242798,1,10,13,total length,3.5,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Southern Africa, Western Indo-Pacific",1d9ec682-db3a-4b20-a554-02c284bf2c58,Macropharyngodon,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
0167e0ae-c970-461d-b258-2ab253955b25,perlita,0.014791100285947323,3.0899999141693115,1,10,6.099999904632568,total length,3.3499999046325684,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",ffe1b50e-838b-4cdc-82ee-4ce6ef7bd1a4,Zoramia,26fff300-e233-4db2-bbb0-978d242e01ab,Apogonidae
01717606-3e6b-4b58-aef0-193f8f2d488c,tiburo,0.002041740110144019,3.0999999046325684,1,56.89,150,total length,4,"Temperate Northern Atlantic, Tropical Atlantic, Tropical Eastern Pacific",5da851fa-684b-49aa-a22e-0896fd3221a7,Sphyrna,02268a7e-9d07-4992-8920-8fcdcbee86e7,Sphyrnidae
0184f9a4-6518-49bb-84aa-780b248b5299,cocosensis,0.009120110422372818,3.049999952316284,1,10,14.600000381469727,total length,3.5999999046325684,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",7d6ac229-fe4b-427a-9288-4f091e257395,Asterorhombus,4fca8aff-b0b8-411b-8916-4f41a0a4eed9,Bothidae
01bd2e93-4c8a-48cc-924f-7eedf439e582,fowleri,0.014125400222837925,3,1,41.96,54.900001525878906,total length,2,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Atlantic, Western Indo-Pacific",4471fe8b-2a11-4e89-b931-c7456e0eb38d,Acanthurus,3f7bf3ee-68e7-4594-a755-ddb0223d9caa,Acanthuridae
01d7b66c-3b41-4699-9d8f-127147ab5fac,sebae,0.014791100285947323,3.0399999618530273,1,10,16,total length,2.7200000286102295,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",b0345e7d-abe7-439c-8dee-cc10b2990d96,Amphiprion,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
020588c8-9310-4b14-81fb-a997576d90f8,abdominalis,0.026302700862288475,3.109999895095825,1,20,30,total length,3.0199999809265137,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",5d54ff04-9ec3-44f9-9591-30730d32e8a8,Abudefduf,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
02206b34-8749-4901-83cb-c0dc14b1da79,tarapacana,0.009999999776482582,3.0399999618530273,1,85.13,328,wing diameter,3.7899999618530273,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Atlantic, Temperate Northern Pacific, Temperate South America, Temperate Southern Africa, Tropical Atlantic, Tropical Eastern Pacific, Western Indo-Pacific",22f5cbf8-0e96-44b3-9b59-c661601461c8,Mobula,322530b8-7e90-422b-bacd-6a35e5d96985,Mobulidae
02233ece-0b22-40a1-b7c0-d8ed7869ff70,angulatus,0.012022599577903748,3.0999999046325684,1,10,17.3799991607666,total length,3.380000114440918,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",7c6a3120-bd46-44bd-9433-67a0689be9a8,Parupeneus,d04e6fb5-964a-45fe-921b-98dda40bbb4f,Mullidae
023f76ef-0cd8-4cdb-91a5-4d68beb71951,perniger,0.010715199634432793,3.0799999237060547,1,10,15.859999656677246,total length,3.640000104904175,"Temperate South America, Tropical Atlantic, Tropical Eastern Pacific",c045ea0c-e7d9-4c9e-9aba-6963cdacdf6f,Eleotris,d67b76d4-c51b-4ad8-a2a3-c938209629e9,Eleotridae
023fe045-0e7e-4621-86ef-76f30f8fa815,commerson,0.006606929935514927,3,1,51.75,266.3999938964844,total length,4.5,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Atlantic, Temperate Northern Pacific, Temperate Southern Africa, Western Indo-Pacific",d472da90-44ba-466a-9ad7-f378b98249cb,Scomberomorus,0aff09f9-9599-4740-87e5-cf28474f938f,Scombridae
02411cd8-6ba1-4342-bca5-b666ad3e428f,nephodes,0.010232900269329548,3.0199999809265137,1,10,5.63,total length,3.190000057220459,"Central Indo-Pacific, Eastern Indo-Pacific",7ff4b7f2-9374-45dc-9cd0-97e1d215a445,Opua,67230a45-2ca5-400c-95f9-1a4a4ff376f3,Gobiidae
0258e52b-2187-4230-80bd-9c1c452e30c4,papuensis,0.009120110422372818,2.940000057220459,1,12,22,total length,3.5,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Atlantic, Temperate Northern Pacific, Western Indo-Pacific",01b3886a-c78b-4142-97ab-e25f3ecc7a77,Oxyurichthys,67230a45-2ca5-400c-95f9-1a4a4ff376f3,Gobiidae
0268ce4c-395f-4a2f-b33f-5fa089daca74,cuniculus,0.0053703198209404945,3.0299999713897705,1,10,16,total length,3.440000057220459,"Central Indo-Pacific, Eastern Indo-Pacific, Tropical Atlantic, Western Indo-Pacific",ebca995e-d0d7-4886-896f-4fddbabf284d,Hoplolatilus,323478dc-5eec-47be-af0f-34ecedcb9743,Malacanthidae
02736a5e-95de-4102-a392-feeb3ac2eb49,nigroris,0.023442300036549568,2.9600000381469727,1,15,25,total length,2,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",4471fe8b-2a11-4e89-b931-c7456e0eb38d,Acanthurus,3f7bf3ee-68e7-4594-a755-ddb0223d9caa,Acanthuridae
027590d5-e1aa-4172-9d91-66c5ddddf06e,dorsalis,0.019498400390148163,3,1,27.82,37.81999969482422,total length,2.0999999046325684,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Pacific, Tropical Eastern Pacific, Western Indo-Pacific",345ec6a8-b0c1-49a7-ae24-103b69a2ea09,Microspathodon,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
029b793d-2a92-4909-b78d-0218308da53b,javanicus,5.248070228844881e-4,3.2699999809265137,1,90,300,total length,3.869999885559082,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Pacific, Tropical Eastern Pacific, Western Indo-Pacific",f563951c-95d4-4dae-860d-6f2143c71629,Gymnothorax,64f6682d-fbe2-48bf-9bca-672604e52b1b,Muraenidae
02a38a63-5fa7-4bd5-8c30-f054f4650f95,leuciscus,0.01698240078985691,3.0199999809265137,1,42.45,56.119998931884766,total length,2.8499999046325684,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Pacific, Western Indo-Pacific",d4fda7c1-9936-4c3f-a027-32173c8f4bf5,Neomyxus,00b64465-9edd-44e6-9be8-1c7d5fd148ef,Mugilidae
02d9e940-7a40-4b33-848a-fda5a3b8fcc3,vanicolensis,0.010232900269329548,3.0899999141693115,1,23.97,44.18000030517578,total length,3.9100000858306885,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Pacific, Temperate Southern Africa, Western Indo-Pacific",c3a79def-942f-493e-9fca-94624e9fbb95,Mulloidichthys,d04e6fb5-964a-45fe-921b-98dda40bbb4f,Mullidae
02dba446-a089-467b-8ed2-7c64a5fbd887,cardinalis,0.00933,2.97,1,10,10,total length,3.5799999237060547,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Western Indo-Pacific",b7e1897f-ebdb-41c3-974e-f5563dff3c44,Hypoplectrodes,aa1bd132-42a8-4ca8-9a19-1d41d68f206a,Anthiadidae
02e5e0d4-73b6-4c72-a140-a959a6557349,flavomaculata,0.01258930005133152,3.0299999713897705,1,10,16,total length,2.9600000381469727,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Pacific, Western Indo-Pacific",c6b2d3bc-e34f-447e-ace7-0e8f6e3aaee9,Chromis,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
02fa4bb8-f4df-4ad1-ba3d-8fbbc6d2cc73,punctata,0.01148150023072958,3.059999942779541,1,25,35,total length,4,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Pacific, Western Indo-Pacific",b5cf0431-8f3e-4013-8a54-22422e5b9a7a,Pogonoperca,568315be-78c0-4980-bbcf-ab42f42428ee,Grammistidae
02fc9b6b-4170-4c59-933f-fb02501fec72,margariteus,0.021877599880099297,3.0799999237060547,1,10,19.520000457763672,total length,2.7200000286102295,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",5d54ff04-9ec3-44f9-9591-30730d32e8a8,Abudefduf,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
02ffeb9f-53c6-4eee-81ad-fed24029120f,milleri,0.005128609947860241,3.0799999237060547,1,10,5.5,total length,2.799999952316284,Tropical Atlantic,949247f7-53df-418d-8a73-1f3c90aa7ad2,Atherinella,5fd6077a-4d62-431a-94ad-f8678f0d125e,Atherinopsidae
03279222-c7a8-46d6-8616-38546e728ad2,joanallenae,0.015848899260163307,2.950000047683716,1,10,8.5,total length,3.319999933242798,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",01a60954-531d-40d9-8d3a-daa18c3fac38,Cirrhilabrus,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
0332776c-d6c0-43e7-92e1-96a704ead289,hardwicke,0.00954992976039648,3.049999952316284,1,15.61,25,total length,3.5,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Pacific, Western Indo-Pacific",32f05639-0443-4bef-b91b-0fe0318d9fd2,Thalassoma,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
0332f096-7763-4930-a7ce-7c46a8aa4f86,talboti,0.0074130999855697155,3.0199999809265137,1,10,4.800000190734863,total length,2,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Western Indo-Pacific",26a134be-f90a-4f3e-9f93-fd9f7f71c0b4,Stanulus,6cd7d5dd-8c41-4526-9c35-0545405b28d7,Blenniidae
033b3e44-800c-4251-a403-10115ea6b81e,desjardinii,0.023442300036549568,2.9700000286102295,1,30,40,total length,2,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",846b25b3-bd9e-41a3-bd6b-7206a917217d,Zebrasoma,3f7bf3ee-68e7-4594-a755-ddb0223d9caa,Acanthuridae
033da681-6627-471a-8cc8-5817c11a62eb,akaara,0.014454400166869164,3.059999942779541,1,37.71,58,total length,3.950000047683716,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Pacific, Western Indo-Pacific",e2682221-edff-447e-8754-c5d01e244101,Epinephelus,88f06ebf-9bf1-45fb-8db2-885e8a7fb4e8,Epinephelidae
0341b0e1-09b8-4107-84bd-8d87b8b803c4,laudandus,0.005623409990221262,3.059999942779541,1,10,8,total length,4.400000095367432,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Western Indo-Pacific",1b38eb60-b4aa-4168-b9b1-36b35bb69981,Plagiotremus,6cd7d5dd-8c41-4526-9c35-0545405b28d7,Blenniidae
03423ae6-77c8-43fd-af7d-42e24af93a00,sinclairi,0.014791100285947323,3,1,10,6.099999904632568,total length,2.740000009536743,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",eb44c561-f89f-4074-8bd1-9ec6d0eaeb06,Chrysiptera,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
0354559c-2fae-4e5a-9da3-b7f99708ef2d,pardalotus,0.0135,3,1,35.14,45.13999938964844,total length,4.070000171661377,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Western Indo-Pacific",b44eabc0-25c2-4e99-8cc9-44304810fcc5,Acanthistius,aa1bd132-42a8-4ca8-9a19-1d41d68f206a,Anthiadidae
03561adc-7c66-45d5-bfab-88598b74b432,longipes,0.009772369638085365,3.069999933242798,1,30,40,total length,3.9700000286102295,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Western Indo-Pacific",07f95e30-c9e1-42c2-b0e5-6aeef458bbbe,Hologymnosus,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
03635b1f-95c2-4a80-be46-208152a69138,choram,0.0012589299585670233,3.109999895095825,1,72,120,total length,4.389999866485596,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",5b08286c-4464-45c2-b3d5-3e65c6cb0e72,Tylosurus,fb5b8425-fb3a-4888-adf5-cae75f231cd4,Belonidae
036a5b80-25a2-4d6c-9ab3-6e48fadbbc2d,margarethae,0.00954992976039648,3.0999999046325684,1,10,13.420000076293945,total length,3.4100000858306885,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",98f3b35f-9995-4f74-927f-8c5e104693e6,Upeneus,d04e6fb5-964a-45fe-921b-98dda40bbb4f,Mullidae
03826601-fda9-4554-81bb-abc1fd48507b,lividus,0.019498400390148163,2.990000009536743,1,10,11,total length,2.2200000286102295,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Pacific, Western Indo-Pacific",cbce6ec7-25a5-41e1-b907-1a14d63abd6e,Stegastes,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
03c881ea-ffe8-4d61-9fa1-31131601f357,quernus,0.014454400166869164,3.049999952316284,1,70.12,122,total length,4.03000020980835,"Central Indo-Pacific, Eastern Indo-Pacific",51efff3e-d547-45c1-9514-367c62a41499,Hyporthodus,88f06ebf-9bf1-45fb-8db2-885e8a7fb4e8,Epinephelidae
03dbdfd1-2ce2-4b80-b470-210ef328a9d8,binotatus,0.00446684006601572,3.1600000858306885,1,10,18,total length,3.950000047683716,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Southern Africa, Western Indo-Pacific",e147deab-ba84-4aff-9906-75758741620c,Synodus,6f9aab81-be74-4706-8193-20497e550d98,Synodontidae
03ffe54c-224a-49d7-8872-4ff611de2b27,multinotatus,0.009772369638085365,3,1,39.07,100,total length,3.9000000953674316,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Atlantic, Temperate Northern Pacific, Western Indo-Pacific",e2682221-edff-447e-8754-c5d01e244101,Epinephelus,88f06ebf-9bf1-45fb-8db2-885e8a7fb4e8,Epinephelidae
04018cbe-9c3a-4cd0-b1ed-99f20094cd6f,orarius,0.008128300309181213,3.0799999237060547,1,21,31,total length,3.4600000381469727,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Western Indo-Pacific",61f7fdb6-51f9-47f0-b120-52128936cc00,Urolophus,78dd68de-8f01-4635-a36c-7d37a7416332,Urolophidae
04078cef-75a7-435b-b504-e297f98f375c,carminalis,0.007943280041217804,3.130000114440918,1,10,3,total length,2.7799999713897705,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Atlantic, Temperate Northern Pacific, Tropical Eastern Pacific, Western Indo-Pacific",6ed6d51a-376a-4bae-8c2b-5b9e3bab849a,Enneanectes,2fa3da8e-eed2-4f93-ab7c-0ba13571c87a,Tripterygiidae
0418b3fe-e663-4437-b666-7fcddd9002f8,cyanocephalus,0.00954992976039648,3.0899999141693115,1,20,30,total length,3.5899999141693115,"Temperate Northern Atlantic, Tropical Atlantic",4677830e-96d6-43f6-949d-25294d170143,Halichoeres,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
0433d32f-b96a-4866-9078-dd43b119dff8,kautamea,0.010715199634432793,3.0899999141693115,1,10,8.720000267028809,total length,3.4600000381469727,"Eastern Indo-Pacific, Temperate South America, Tropical Eastern Pacific",c1f55238-64d3-4a6d-a158-59073bbc90a9,Apogon,26fff300-e233-4db2-bbb0-978d242e01ab,Apogonidae
043d2fce-39f1-46ac-b915-5b4e3f6df8d4,paula,0.0074130999855697155,3.0199999809265137,1,10,16,total length,3.049999952316284,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Western Indo-Pacific",7da206be-97f4-422e-b282-a888500d8ea4,Blenniella,6cd7d5dd-8c41-4526-9c35-0545405b28d7,Blenniidae
046491ff-48e8-481e-80ac-895efb4dff27,pantherinus,0.00831764005124569,3.130000114440918,1,29,39,total length,3.5,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Pacific, Western Indo-Pacific",28c62ace-b4bf-4dc6-8f9e-e0fc0d88255e,Bothus,4fca8aff-b0b8-411b-8916-4f41a0a4eed9,Bothidae
047b236c-a1f8-4d07-86f4-43fd99eb186f,pectoralis,0.004265789873898029,3.1700000762939453,1,10,4.380000114440918,total length,3.3299999237060547,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",83c1488b-6aca-4f15-b194-02a0d3d1ef0b,Pseudogramma,568315be-78c0-4980-bbcf-ab42f42428ee,Grammistidae
048b414d-0a89-49de-8d7c-0fcb1d3038e1,flavus,0.005623409990221262,3.059999942779541,1,10,10.7,total length,4.260000228881836,Central Indo-Pacific,1b38eb60-b4aa-4168-b9b1-36b35bb69981,Plagiotremus,6cd7d5dd-8c41-4526-9c35-0545405b28d7,Blenniidae
049631a6-a5f2-424b-a2d1-fea1cf894f99,chrysocephalus,0.009772369638085365,3.069999933242798,1,10,17,total length,3.5,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",cc504992-314f-4074-ae1f-9799ff7c8bb4,Anampses,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
049aed43-7fef-498c-9f12-204e3037694b,spilurus,0.01258930005133152,3.0299999713897705,1,41.58,53.95000076293945,total length,2,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Western Indo-Pacific",cd17b925-3dcb-4fe6-949d-c04811b814bc,Chlorurus,3ac7ed60-a101-415e-a80b-4ad567b2382b,Scaridae
04c5ddfc-1146-4096-94e0-4631f79dc4ea,brownriggii,0.014791100285947323,3,1,10,8,total length,2.7200000286102295,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Atlantic, Temperate Northern Pacific, Temperate Southern Africa, Western Indo-Pacific",eb44c561-f89f-4074-8bd1-9ec6d0eaeb06,Chrysiptera,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
04cd8398-d170-4be8-877c-6623699decc0,latispinosus,8.511379710398614e-4,3.0399999618530273,1,10,7.110000133514404,total length,3.430000066757202,"Central Indo-Pacific, Eastern Indo-Pacific, Western Indo-Pacific",33322ca4-7ab3-4b67-8017-ce7e13275ed9,Choeroichthys,b7de9cca-d368-47e4-a9ca-11cd674c3a8a,Syngnathidae
04dedff7-777e-4095-a48b-30e0bedc4d7a,rubroviolaceus,0.01288249995559454,3.0999999046325684,1,29.54,70,total length,2,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Pacific, Temperate Southern Africa, Tropical Eastern Pacific, Western Indo-Pacific",1270a682-eb82-4d76-8817-6ea23a853450,Scarus,3ac7ed60-a101-415e-a80b-4ad567b2382b,Scaridae
04e6e49a-a94a-41dd-8fe6-7c5b79f7ec6f,maculosus,8.912510238587856e-4,3,1,60,100,total length,3.549999952316284,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Pacific, Temperate Southern Africa, Tropical Atlantic, Tropical Eastern Pacific, Western Indo-Pacific",fab7c082-502a-4a4d-a894-d53a953beb2a,Myrichthys,0b69f2d5-1393-46e0-96c3-bede33cc8d8d,Ophichthidae
04eeaad1-e0b3-4602-85ad-1fe7ed6dfbdf,nigriradiatus,0.023988299071788788,2.9800000190734863,1,10,9,total length,2.680000066757202,"Central Indo-Pacific, Eastern Indo-Pacific",7a390c05-7846-47d7-a2f9-dec3d39d67d2,Pomacentrus,5a4c37a4-39f9-44e6-a6e3-8238d93a3651,Pomacentridae
0501f871-314e-41c7-823a-3cb07104b757,cylindrica,0.007762469816952944,3.059999942779541,1,13,23,total length,2.990000009536743,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Pacific, Tropical Eastern Pacific, Western Indo-Pacific",bb57ddbe-78be-408e-9023-0b9ca7d87aa7,Parapercis,1f1984f7-50d5-493d-82c9-38aa75b59c09,Pinguipedidae
0518271a-464f-4fe0-9fac-2068a37ed6e1,ocyurus,0.01819700002670288,3.009999990463257,1,43.6,59,total length,3.5,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Northern Pacific, Temperate South America, Tropical Atlantic, Tropical Eastern Pacific, Western Indo-Pacific",b9833da2-8072-4a60-8844-11ec6ce7d63d,Kyphosus,0091bb6b-550f-4691-9c66-328a670a3cef,Kyphosidae
0519d7f2-29ad-4443-818e-aa0aed544329,melapterus,0.013182600028812885,3.059999942779541,1,29.6,39.6,total length,3.549999952316284,"Central Indo-Pacific, Eastern Indo-Pacific, Temperate Australasia, Temperate Northern Pacific, Western Indo-Pacific",98c032ab-4c86-4151-8a74-f96b8ee9e261,Hemigymnus,0880aab2-f8ff-49da-a7d2-983ab4233fb4,Labridae
